date,mosquito_Indicator,rain(mm),mean_T(℃),min_T(℃),max_T(℃)
2017-09-10,"3,774",0.5,23.0,19.9,26.1
2017-09-11,"3,365",24.0,21.2,18.6,24.6
2017-09-12,"3,546",0.0,22.1,17.7,27.9
2017-09-13,"4,284",0.0,21.4,15.9,27.5
2017-09-14,"3,709",0.0,22.4,14.8,29.5
2017-09-15,"3,811",0.0,22.6,17.8,27.9
2017-09-16,"3,255",0.0,22.0,16.7,27.6
2017-09-17,"3,308",0.0,23.1,19.0,29.2
2017-09-18,"3,478",0.0,21.9,16.4,27.6
2017-09-19,"3,572",8.0,22.6,20.1,25.8
2017-09-20,"3,330",0.0,19.5,14.1,24.9
2017-09-21,"3,217",0.0,20.3,14.2,27.0
2017-09-22,"3,379",0.0,20.6,15.4,26.8
2017-09-23,"3,556",0.0,21.8,17.6,27.3
2017-09-24,"3,899",0.0,22.4,18.8,27.9
2017-09-25,"4,201",0.0,23.4,17.4,30.1
2017-09-26,"3,692",0.0,25.1,19.4,31.4
2017-09-27,"3,511",0.5,22.7,19.9,27.3
2017-09-28,"3,975",0.0,19.2,14.2,25.3
2017-09-29,"3,302",0.0,17.4,11.2,23.5
2017-09-30,"3,436",0.0,20.0,14.7,25.9
2017-10-01,"3,161",4.0,18.2,15.5,21.2
2017-10-02,"2,342",1.5,22.0,15.6,29.4
2017-10-03,"4,307",0.0,17.6,13.4,23.6
2017-10-04,"3,281",0.0,16.7,10.7,24.3
2017-10-05,"3,553",0.0,18.7,13.9,23.4
2017-10-06,"3,638",0.5,18.9,16.2,23.3
2017-10-07,"2,741",0.0,21.9,16.9,28.8
2017-10-08,"3,672",0.0,23.0,19.3,28.7
2017-10-09,"3,771",0.0,22.5,19.8,27.6
2017-10-10,"3,500",0.4,21.4,18.6,24.8
2017-10-11,"2,718",20.0,15.5,12.2,21.7
2017-10-12,"1,610",0.0,11.4,8.8,
2017-10-13,672,0.0,12.8,6.1,18.9
2017-10-14,"1,701",0.0,14.4,9.0,20.5
2017-10-15,"2,566",0.0,15.8,9.0,23.0
2017-10-16,"2,833",0.0,16.6,13.6,22.0
2017-10-17,"2,416",0.0,16.2,9.2,23.9
2017-10-18,"2,473",0.1,16.5,14.2,19.1
2017-10-19,"1,773",0.0,17.0,11.9,23.2
2017-10-20,"2,133",0.0,17.0,11.1,24.2
2017-10-21,"1,818",0.0,17.6,11.0,25.2
2017-10-22,"2,293",0.0,16.3,11.0,23.5
2017-10-23,"1,825",0.0,13.7,8.6,20.6
2017-10-24,"1,189",0.0,14.4,9.9,20.9
2017-10-25,"1,109",0.0,14.4,9.5,20.6
2017-10-26,"1,361",0.0,14.5,10.7,18.1
2017-10-27,"1,619",0.0,16.9,11.9,24.2
2017-10-28,"1,469",0.0,17.2,10.6,24.8
2017-10-29,"1,671",0.0,11.5,6.3,17.2
2017-10-30,149,0.0,7.7,2.5,13.2
2017-10-31,154,0.0,10.4,3.6,16.0
2018-05-01,"1,837",0.0,20.4,17.8,23.3
2018-05-02,"1,871",12.0,15.1,8.7,19.7
2018-05-03,468,1.0,11.2,6.9,14.7
2018-05-04,"1,052",0.0,14.1,8.8,20.0
2018-05-05,"1,717",0.0,18.3,11.6,24.6
2018-05-06,"2,246",22.0,16.6,15.0,20.7
2018-05-07,"1,361",0.0,19.2,14.0,25.5
2018-05-08,"2,931",0.0,17.5,11.6,22.9
2018-05-09,"1,988",0.0,15.7,9.2,21.8
2018-05-10,"2,906",0.0,15.4,11.3,21.4
2018-05-11,"2,422",0.0,16.1,11.9,21.3
2018-05-12,"3,117",32.0,14.2,11.8,16.1
2018-05-13,"1,533",0.5,15.8,12.7,20.0
2018-05-14,"2,376",0.0,18.2,11.9,24.5
2018-05-15,"3,076",0.0,23.2,15.4,29.3
2018-05-16,"3,529",45.0,22.3,21.8,24.4
2018-05-17,"1,964",83.0,20.9,18.8,23.5
2018-05-18,"1,634",6.5,16.3,12.2,19.3
2018-05-19,"1,849",0.0,17.6,10.3,24.7
2018-05-20,"2,837",0.0,17.0,11.5,22.6
2018-05-21,"2,680",0.0,17.8,11.3,23.7
2018-05-22,"2,708",12.5,18.1,15.4,23.2
2018-05-23,"2,119",6.5,17.3,13.6,23.3
2018-05-24,"2,663",0.0,18.3,11.2,23.7
2018-05-25,"2,636",0.0,19.7,13.8,26.2
2018-05-26,"2,778",0.0,21.8,14.0,29.6
2018-05-27,"3,160",0.0,20.3,17.3,24.7
2018-05-28,"3,154",0.0,22.3,16.2,29.1
2018-05-29,"3,480",1.0,21.4,19.1,25.9
2018-05-30,"2,838",0.0,20.2,15.8,24.7
2018-05-31,"3,229",0.0,20.9,14.2,27.6
2018-06-01,"3,178",0.0,23.8,17.5,30.2
2018-06-02,"3,270",0.0,23.4,17.6,30.1
2018-06-03,"2,828",0.0,24.0,16.9,30.8
2018-06-04,"2,977",0.0,22.6,18.9,27.5
2018-06-05,"2,760",0.0,23.7,17.7,29.2
2018-06-06,"3,119",0.0,23.0,18.4,27.9
2018-06-07,"3,491",0.0,22.2,17.8,29.4
2018-06-08,"3,122",0.0,21.9,18.5,27.0
2018-06-09,"3,198",0.5,23.7,18.9,30.1
2018-06-10,"3,581",0.5,21.3,18.3,24.9
2018-06-11,"4,152",5.0,20.2,18.0,23.9
2018-06-12,"3,417",0.0,21.3,16.6,27.1
2018-06-13,"4,163",0.0,22.0,18.3,27.0
2018-06-14,"4,640",29.0,21.6,18.8,25.1
2018-06-15,"4,516",16.5,21.7,17.2,27.0
2018-06-16,"4,746",0.0,22.5,16.3,28.7
2018-06-17,"4,943",0.0,22.8,18.9,27.5
2018-06-18,"5,323",0.0,24.8,19.9,30.8
2018-06-19,"4,605",0.0,22.4,19.1,27.2
2018-06-20,"4,442",0.0,22.7,19.1,28.4
2018-06-21,"4,545",0.0,23.7,19.4,28.7
2018-06-22,"5,080",0.0,25.0,18.2,32.0
2018-06-23,"5,010",0.0,24.5,20.9,28.9
2018-06-24,"4,673",0.0,25.2,20.1,32.1
2018-06-25,"4,830",0.0,27.1,21.3,32.9
2018-06-26,"4,664",71.5,22.3,20.2,26.9
2018-06-27,"3,285",1.0,22.3,19.1,25.5
2018-06-28,"3,709",26.5,23.3,20.6,27.3
2018-06-29,"2,937",6.5,24.7,21.9,29.1
2018-06-30,"3,318",14.5,24.4,21.6,27.9
2018-07-01,"3,076",83.5,21.9,21.0,22.8
2018-07-02,"3,106",59.5,22.6,20.6,25.3
2018-07-03,"1,791",0.1,27.4,22.5,32.6
2018-07-04,"2,434",0.0,27.3,24.0,31.8
2018-07-05,"2,684",0.5,25.3,23.4,29.0
2018-07-06,"2,583",0.0,23.9,21.5,27.1
2018-07-07,"3,000",0.0,23.7,19.5,29.2
2018-07-08,"3,167",0.0,23.3,17.7,28.1
2018-07-09,"3,600",14.0,20.8,20.1,24.2
2018-07-10,"3,235",16.5,23.7,20.4,26.5
2018-07-11,"2,524",3.0,26.8,24.4,29.5
2018-07-12,"2,861",1.0,26.6,25.1,28.2
2018-07-13,"2,771",0.0,27.3,24.7,30.9
2018-07-14,"3,597",0.0,27.9,24.6,31.9
2018-07-15,"3,489",0.0,28.3,24.5,33.2
2018-07-16,"3,870",0.0,28.7,24.0,34.0
2018-07-17,"3,679",0.0,28.1,23.9,32.1
2018-07-18,"3,381",0.0,28.2,23.7,33.2
2018-07-19,"3,835",0.0,28.7,23.2,34.1
2018-07-20,"4,147",0.0,29.5,24.6,34.7
2018-07-21,"4,232",0.0,30.6,24.9,36.9
2018-07-22,"4,105",0.0,31.8,25.3,38.0
2018-07-23,"4,077",0.0,31.7,29.2,35.7
2018-07-24,"3,972",0.0,31.4,27.2,36.8
2018-07-25,"4,223",0.0,30.1,27.7,34.1
2018-07-26,"4,230",0.0,30.1,27.3,33.7
2018-07-27,"4,382",0.0,30.9,27.2,35.4
2018-07-28,"3,828",7.5,29.5,28.0,35.2
2018-07-29,"3,579",0.0,31.3,26.4,36.7
2018-07-30,"3,975",0.0,31.7,26.2,36.9
2018-07-31,"2,685",0.0,32.6,27.8,38.3
2018-08-01,"2,834",0.0,33.6,27.8,39.6
2018-08-02,"2,589",0.0,33.7,30.3,37.9
2018-08-03,"2,337",0.0,33.1,30.0,37.9
2018-08-04,"2,732",0.0,31.1,28.0,34.9
2018-08-05,"2,888",2.0,30.0,27.2,33.9
2018-08-06,"3,455",6.5,30.5,28.3,35.3
2018-08-07,"3,021",0.0,30.5,26.8,35.9
2018-08-08,"2,696",0.0,31.0,27.6,35.3
2018-08-09,"2,383",2.0,28.8,27.1,32.5
2018-08-10,"3,102",0.0,30.7,25.7,36.8
2018-08-11,"2,453",0.0,31.0,26.4,36.0
2018-08-12,"2,041",5.0,30.6,27.2,35.3
2018-08-13,"2,527",1.0,30.5,26.7,34.4
2018-08-14,"2,650",0.0,31.7,27.7,37.2
2018-08-15,"2,175",1.0,31.7,28.3,38.0
2018-08-16,"1,746",0.0,29.9,24.1,35.6
2018-08-17,"1,318",0.0,27.2,21.7,33.8
2018-08-18,"1,551",0.0,26.7,21.5,32.1
2018-08-19,"1,176",0.0,28.2,23.0,34.4
2018-08-20,"1,326",0.0,29.1,25.1,33.3
2018-08-21,823,5.0,26.6,23.4,31.0
2018-08-22,"1,222",0.0,30.7,23.4,37.6
2018-08-23,"1,229",3.0,29.4,25.7,32.2
2018-08-24,"1,543",7.5,24.4,23.2,26.3
2018-08-25,"1,985",0.0,25.2,22.7,29.3
2018-08-26,"2,221",2.0,23.2,20.3,29.0
2018-08-27,"1,914",19.5,22.7,20.2,24.9
2018-08-28,"1,709",96.5,23.7,22.5,26.1
2018-08-29,"2,116",42.0,25.2,22.7,27.4
2018-08-30,"1,770",9.5,25.3,23.9,28.2
2018-08-31,"1,498",0.1,25.6,22.8,30.3
2018-09-01,"1,261",0.0,25.5,20.8,30.9
2018-09-02,"1,487",0.0,25.1,20.1,29.6
2018-09-03,"1,360",34.5,23.3,21.4,25.8
2018-09-04,"1,260",0.0,23.2,20.0,27.8
2018-09-05,"1,799",0.0,24.0,19.6,28.5
2018-09-06,"1,846",1.0,24.1,20.9,28.2
2018-09-07,"1,911",0.5,22.0,19.1,25.5
2018-09-08,"1,744",0.0,21.7,15.9,27.7
2018-09-09,"1,571",0.0,22.2,15.6,28.9
2018-09-10,"1,649",0.0,22.9,18.6,28.4
2018-09-11,"1,815",0.0,21.6,16.8,26.1
2018-09-12,"1,626",0.0,22.8,16.8,28.2
2018-09-13,"1,725",0.0,23.5,20.3,28.3
2018-09-14,"1,990",0.5,23.5,20.3,26.8
2018-09-15,"2,254",0.2,23.3,21.0,26.0
2018-09-16,"2,295",2.0,22.2,21.0,23.9
2018-09-17,"3,336",0.1,22.3,18.5,27.7
2018-09-18,"3,450",0.0,22.0,17.7,26.5
2018-09-19,"3,183",0.2,22.1,18.9,26.6
2018-09-20,"3,112",5.0,19.0,17.8,20.1
2018-09-21,"3,194",18.0,19.4,17.6,21.9
2018-09-22,"2,737",6.5,20.8,17.2,25.5
2018-09-23,"3,348",0.0,19.4,15.6,25.3
2018-09-24,"3,542",0.0,17.6,14.2,22.1
2018-09-25,"2,591",0.0,17.8,10.8,24.3
2018-09-26,"2,757",0.0,19.4,16.2,24.8
2018-09-27,"2,587",0.0,18.9,13.2,25.0
2018-09-28,"2,200",0.0,17.5,14.3,22.2
2018-09-29,"1,731",0.0,20.2,14.6,27.0
2018-09-30,"2,018",0.0,17.6,14.0,21.6
2018-10-01,"2,031",0.0,15.4,13.0,19.7
2018-10-02,"1,634",0.0,15.9,10.3,22.0
2018-10-03,"1,396",0.0,17.3,11.2,24.2
2018-10-04,"1,549",0.0,19.3,13.0,25.6
2018-10-05,"2,487",36.5,16.9,15.7,19.0
2018-10-06,"1,221",55.5,18.0,16.3,21.7
2018-10-07,"1,340",0.0,16.4,12.3,21.1
2018-10-08,"1,149",0.0,14.8,9.2,20.9
2018-10-09,752,0.0,15.3,10.7,19.8
2018-10-10,"1,464",7.0,12.0,7.9,16.7
2018-10-11,269,0.0,9.7,6.1,13.9
2018-10-12,296,0.0,10.9,5.2,17.4
2018-10-13,329,0.0,12.5,6.1,19.8
2018-10-14,351,0.0,13.2,6.8,20.3
2018-10-15,724,0.0,15.2,10.9,21.0
2018-10-16,894,0.0,14.5,9.9,20.3
2018-10-17,568,0.0,12.4,8.4,18.6
2018-10-18,435,0.0,12.7,7.5,19.0
2018-10-19,853,0.0,13.1,7.2,20.4
2018-10-20,809,0.0,13.4,6.9,21.4
2018-10-21,634,0.0,13.4,7.2,21.1
2018-10-22,486,0.0,14.0,8.8,20.6
2018-10-23,444,5.0,12.2,9.8,16.9
2018-10-24,370,0.0,12.5,7.6,18.7
2018-10-25,379,0.0,13.8,7.0,21.2
2018-10-26,765,11.0,12.2,9.9,14.7
2018-10-27,301,0.0,8.7,6.2,11.6
2018-10-28,95,5.5,8.3,5.2,13.5
2018-10-29,72,0.0,7.2,3.4,11.7
2018-10-30,24,0.0,6.1,0.7,11.6
2018-10-31,148,0.0,7.4,3.0,12.6
2019-05-01,"1,345",0.0,16.4,11.2,22.2
2019-05-02,"1,507",0.0,17.1,10.6,25.3
2019-05-03,"1,258",0.0,17.9,10.1,26.1
2019-05-04,"1,137",0.0,19.5,12.0,27.4
2019-05-05,"1,315",0.0,19.2,13.6,26.5
2019-05-06,"1,108",0.0,14.5,9.8,19.8
2019-05-07,"1,172",0.0,15.0,8.4,21.9
2019-05-08,"1,031",0.0,15.6,10.1,21.3
2019-05-09,"1,169",0.0,16.6,11.7,22.9
2019-05-10,"1,300",0.0,17.8,10.3,26.8
2019-05-11,"1,636",0.0,20.3,13.2,28.3
2019-05-12,"1,633",0.0,21.6,14.7,28.9
2019-05-13,"1,543",0.0,18.7,15.5,22.8
2019-05-14,"1,364",0.0,19.6,12.9,26.9
2019-05-15,"1,395",0.0,20.7,14.8,28.0
2019-05-16,"1,421",0.0,23.5,16.7,30.0
2019-05-17,"1,629",0.0,23.6,17.6,28.3
2019-05-18,"1,531",0.0,22.8,19.1,25.9
2019-05-19,"1,697",22.0,19.4,17.9,21.6
2019-05-20,"1,698",8.7,16.4,13.0,20.2
2019-05-21,"1,533",0.0,17.2,11.7,23.8
2019-05-22,"1,973",0.0,19.5,12.3,26.5
2019-05-23,"1,856",0.0,22.1,15.0,29.2
2019-05-24,"1,715",0.0,24.2,16.2,33.4
2019-05-25,"1,543",0.0,23.4,18.4,28.6
2019-05-26,"1,523",0.0,24.5,18.6,31.1
2019-05-27,"1,724",7.1,17.8,14.3,22.3
2019-05-28,"1,310",0.0,18.1,11.9,24.6
2019-05-29,"1,975",0.0,20.3,13.3,26.5
2019-05-30,"2,127",0.0,19.6,14.6,24.5
2019-05-31,"1,596",0.0,19.1,16.1,23.3
2019-06-01,"1,859",0.0,18.9,14.8,23.7
2019-06-02,"1,824",0.0,21.1,14.1,27.8
2019-06-03,"1,858",0.0,23.1,16.0,29.5
2019-06-04,"1,933",0.0,22.6,17.6,29.0
2019-06-05,"1,927",0.0,23.0,17.8,29.6
2019-06-06,"1,805",7.5,21.2,18.6,25.1
2019-06-07,"1,867",35.3,20.0,17.0,24.7
2019-06-08,"1,902",0.0,21.9,16.0,27.6
2019-06-09,"2,399",2.5,21.6,17.1,26.5
2019-06-10,"2,214",9.5,18.4,15.7,21.9
2019-06-11,"1,867",0.0,20.5,15.5,26.1
2019-06-12,"2,216",0.0,21.5,16.1,26.4
2019-06-13,"2,247",0.0,23.0,16.6,28.8
2019-06-14,"2,313",0.0,23.0,19.1,28.4
2019-06-15,"2,047",2.1,21.9,17.9,27.4
2019-06-16,"2,201",0.0,22.0,16.1,27.2
2019-06-17,"2,827",0.0,21.7,18.1,26.2
2019-06-18,"2,864",13.8,20.8,17.0,24.8
2019-06-19,"3,026",0.2,21.4,18.9,25.4
2019-06-20,"3,427",0.0,22.7,19.8,27.8
2019-06-21,"3,624",0.2,22.1,19.4,26.1
2019-06-22,"3,909",0.0,24.2,17.7,30.6
2019-06-23,"3,499",0.0,25.0,19.1,31.0
2019-06-24,"3,676",0.0,25.2,20.9,30.9
2019-06-25,"3,651",0.0,25.6,19.5,32.8
2019-06-26,"4,436",0.0,25.5,20.7,29.5
2019-06-27,"3,666",1.4,25.5,21.9,31.2
2019-06-28,"5,309",0.0,24.7,22.3,29.0
2019-06-29,"4,744",1.5,23.1,19.6,27.7
2019-06-30,"5,113",0.0,23.9,20.9,28.5
2019-07-01,"5,525",0.0,23.9,20.6,28.9
2019-07-02,"5,547",0.0,24.4,20.8,30.1
2019-07-03,"5,555",0.0,24.1,21.2,27.4
2019-07-04,"5,538",0.0,25.4,20.0,32.8
2019-07-05,"5,994",0.0,27.6,20.2,35.0
2019-07-06,"5,791",0.0,29.7,24.6,36.1
2019-07-07,"5,374",0.0,26.7,22.7,32.5
2019-07-08,"4,811",0.0,25.1,21.2,31.0
2019-07-09,"4,802",0.0,25.0,19.7,30.0
2019-07-10,"4,600",8.5,22.7,19.3,27.3
2019-07-11,"4,951",2.9,21.9,19.5,25.9
2019-07-12,"4,828",0.0,23.6,20.0,28.7
2019-07-13,"5,670",0.0,24.9,22.1,29.7
2019-07-14,"5,523",0.0,25.9,21.2,31.6
2019-07-15,"6,137",7.7,23.8,22.1,27.4
2019-07-16,"4,599",6.3,24.7,21.4,28.8
2019-07-17,"5,116",0.7,25.6,22.3,29.2
2019-07-18,"5,144",0.0,26.9,23.3,32.1
2019-07-19,"5,566",0.0,28.6,22.8,35.0
2019-07-20,"4,361",1.1,28.0,25.1,31.9
2019-07-21,"3,667",6.2,25.1,24.2,27.0
2019-07-22,"4,437",0.1,26.7,24.2,31.0
2019-07-23,"4,675",0.0,28.1,24.4,32.9
2019-07-24,"4,418",1.0,26.5,25.2,27.2
2019-07-25,"3,046",9.7,26.3,25.6,27.4
2019-07-26,"4,017",60.0,25.1,23.7,25.9
2019-07-27,"3,552",0.6,28.4,24.9,33.4
2019-07-28,"4,158",25.6,26.1,25.0,28.2
2019-07-29,"3,500",0.5,27.5,25.6,30.0
2019-07-30,"3,068",1.2,28.1,26.3,30.8
2019-07-31,"3,431",62.3,25.8,24.0,27.5
2019-08-01,"2,904",26.9,26.3,23.5,30.1
2019-08-02,"2,534",0.0,28.4,24.7,33.1
2019-08-03,"2,482",3.0,29.4,25.6,36.0
2019-08-04,"2,281",8.6,28.3,25.0,34.4
2019-08-05,"2,378",0.0,30.5,25.6,35.9
2019-08-06,"2,290",0.0,31.6,27.9,36.8
2019-08-07,"2,028",8.0,26.9,23.9,30.3
2019-08-08,"1,958",0.0,28.9,25.9,32.7
2019-08-09,"2,024",0.0,29.8,26.0,34.6
2019-08-10,"2,283",0.0,31.5,26.6,36.5
2019-08-11,"2,350",6.7,30.4,26.3,35.7
2019-08-12,"2,115",56.2,26.6,24.8,28.5
2019-08-13,"2,012",6.4,29.2,25.1,35.3
2019-08-14,"2,646",0.0,30.4,25.9,35.7
2019-08-15,"2,073",16.2,25.9,23.9,28.6
2019-08-16,"1,596",0.1,25.9,23.0,29.5
2019-08-17,"2,183",0.0,25.9,23.4,28.8
2019-08-18,"1,935",0.0,25.6,22.6,30.7
2019-08-19,"2,134",0.0,26.3,21.2,31.3
2019-08-20,"2,505",0.0,28.2,23.2,32.8
2019-08-21,"2,565",1.3,27.0,24.4,30.4
2019-08-22,"2,679",0.0,26.9,23.0,31.4
2019-08-23,"3,312",0.0,26.2,22.7,30.5
2019-08-24,"3,226",0.0,24.1,21.5,27.3
2019-08-25,"2,481",0.0,25.0,20.2,29.9
2019-08-26,"2,651",0.0,26.4,21.5,32.1
2019-08-27,"2,835",20.0,25.7,22.2,29.3
2019-08-28,"2,604",0.0,26.1,23.6,30.2
2019-08-29,"2,911",36.9,23.4,20.1,26.4
2019-08-30,"2,591",0.2,22.6,19.5,27.0
2019-08-31,"2,559",0.0,23.5,18.5,28.9
2019-09-01,"2,352",0.0,23.7,19.2,27.8
2019-09-02,"2,506",0.0,24.4,19.4,29.7
2019-09-03,"2,742",0.0,24.1,22.0,28.0
2019-09-04,"2,564",22.7,22.8,21.2,25.5
2019-09-05,"2,900",36.4,23.0,21.5,27.6
2019-09-06,"2,914",2.4,25.3,21.6,29.1
2019-09-07,"3,141",2.8,25.7,22.6,29.5
2019-09-08,"3,008",0.0,24.7,22.9,27.3
2019-09-09,"3,361",0.0,25.1,22.4,28.0
2019-09-10,"3,310",63.2,23.8,22.1,26.5
2019-09-11,"2,797",7.6,24.3,20.4,28.7
2019-09-12,"2,580",3.9,21.0,18.7,22.9
2019-09-13,"2,518",0.1,23.3,18.3,29.3
2019-09-14,"3,337",0.3,22.4,20.8,24.1
2019-09-15,"2,530",0.0,24.2,19.5,30.0
2019-09-16,"3,592",0.0,24.5,20.7,30.5
2019-09-17,"3,865",0.0,23.5,18.0,29.0
2019-09-18,"3,058",0.0,21.0,16.0,25.4
2019-09-19,"2,935",0.0,19.5,13.6,26.0
2019-09-20,"2,534",0.0,19.6,15.8,24.2
2019-09-21,"2,677",0.0,19.6,18.3,22.1
2019-09-22,"2,193",0.4,18.6,17.3,19.6
2019-09-23,"2,704",0.0,20.0,16.9,24.6
2019-09-24,"2,283",0.0,19.8,13.9,26.5
2019-09-25,"2,344",0.0,20.9,14.8,27.4
2019-09-26,"2,392",0.0,22.9,17.7,29.0
2019-09-27,"2,521",0.0,22.9,19.6,27.0
2019-09-28,"2,393",0.0,23.7,19.4,29.2
2019-09-29,"2,592",0.0,22.6,17.9,28.6
2019-09-30,"2,631",0.0,22.4,16.4,29.9
2019-10-01,"2,569",0.0,23.1,17.6,28.2
2019-10-02,"2,493",23.1,21.6,20.0,24.2
2019-10-03,"2,445",4.6,22.4,19.8,27.3
2019-10-04,"2,503",0.0,22.4,18.0,27.8
2019-10-05,"3,150",0.6,18.7,14.7,21.9
2019-10-06,"2,136",0.0,18.1,13.2,22.7
2019-10-07,"2,471",25.4,14.8,13.3,17.9
2019-10-08,731,0.0,14.7,10.6,19.8
2019-10-09,847,0.0,13.6,7.7,20.4
2019-10-10,861,0.0,15.2,10.7,19.8
2019-10-11,"1,111",0.0,18.8,13.0,26.1
2019-10-12,"1,872",0.0,17.9,13.3,23.3
2019-10-13,"1,573",0.0,17.2,12.1,23.8
2019-10-14,"1,135",0.0,14.4,9.5,19.6
2019-10-15,609,0.0,14.5,8.8,20.4
2019-10-16,624,0.0,14.6,9.0,20.8
2019-10-17,874,0.0,15.4,11.2,21.6
2019-10-18,707,0.0,17.0,12.0,22.7
2019-10-19,"1,244",0.0,17.0,12.1,23.1
2019-10-20,896,0.0,16.5,12.0,22.9
2019-10-21,901,0.0,17.1,10.9,24.6
2019-10-22,936,0.0,18.1,13.3,24.4
2019-10-23,"1,004",0.0,17.0,14.3,20.7
2019-10-24,"1,125",0.0,18.3,15.3,23.8
2019-10-25,"1,276",0.0,16.7,13.1,22.0
2019-10-26,725,0.0,10.0,6.6,14.9
2019-10-27,181,0.0,11.0,4.7,17.4
2019-10-28,266,1.7,12.9,7.4,17.7
2019-10-29,439,0.1,12.5,8.2,17.6
2019-10-30,206,0.0,11.2,5.0,17.7
2019-10-31,185,0.0,14.8,8.4,19.7
2020-05-01,842,0.0,20.2,16.4,26.2
2020-05-02,861,0.0,20.3,18.0,23.9
2020-05-03,896,0.0,21.8,17.0,27.4
2020-05-04,"1,304",0.0,20.2,14.8,25.3
2020-05-05,"1,090",0.0,16.0,13.1,19.3
2020-05-06,902,0.0,19.4,11.1,27.6
2020-05-07,"1,367",0.0,20.7,14.9,26.5
2020-05-08,"1,552",2.3,19.9,14.3,27.3
2020-05-09,831,24.4,14.2,12.7,16.8
2020-05-10,785,1.3,14.4,12.8,16.6
2020-05-11,"1,176",3.4,16.5,12.4,22.0
2020-05-12,"1,625",0.7,14.3,10.5,18.9
2020-05-13,"1,328",0.0,16.1,10.2,21.8
2020-05-14,"1,656",0.0,19.3,12.4,25.4
2020-05-15,"1,813",12.0,16.1,14.1,20.2
2020-05-16,979,2.5,16.7,15.0,20.3
2020-05-17,"1,434",0.0,19.1,14.6,24.9
2020-05-18,"1,952",29.8,19.1,13.2,26.8
2020-05-19,"1,338",19.0,13.0,10.1,17.1
2020-05-20,"1,010",0.0,14.4,9.2,20.1
2020-05-21,"1,540",0.0,17.4,10.9,22.9
2020-05-22,"1,890",0.0,18.5,14.8,22.7
2020-05-23,"1,976",0.0,20.1,16.6,25.0
2020-05-24,"2,141",14.5,17.1,14.3,20.2
2020-05-25,"1,874",0.0,16.6,13.7,21.3
2020-05-26,"2,200",1.5,16.2,12.7,22.9
2020-05-27,"2,126",0.0,17.4,11.8,23.9
2020-05-28,"2,571",0.0,18.7,14.2,23.4
2020-05-29,"3,024",0.0,20.7,14.6,27.6
2020-05-30,"3,183",0.0,22.6,16.5,30.0
2020-05-31,"3,038",1.0,21.2,17.6,28.0
2020-06-01,"3,288",0.4,19.7,16.6,24.5
2020-06-02,"3,610",2.0,17.9,14.8,21.8
2020-06-03,"3,106",0.0,22.0,17.6,28.4
2020-06-04,"3,568",0.2,21.9,19.7,26.5
2020-06-05,"3,771",0.0,23.0,18.4,28.7
2020-06-06,"3,982",0.0,24.6,19.2,30.9
2020-06-07,"3,564",0.0,22.7,19.2,29.2
2020-06-08,"3,621",0.0,25.0,19.8,32.0
2020-06-09,"3,263",0.0,26.7,20.3,32.8
2020-06-10,"3,266",6.2,25.8,22.5,32.1
2020-06-11,"3,087",0.0,26.1,21.7,31.6
2020-06-12,"3,646",0.0,24.7,21.6,27.6
2020-06-13,"3,297",0.0,26.9,20.6,33.5
2020-06-14,"2,824",1.1,24.0,20.1,28.8
2020-06-15,"3,102",0.0,23.0,18.2,28.6
2020-06-16,"3,148",0.0,24.4,20.0,30.7
2020-06-17,"2,997",0.0,24.3,20.2,30.3
2020-06-18,"3,417",0.0,23.4,20.3,27.3
2020-06-19,"3,220",0.1,24.7,21.1,30.0
2020-06-20,"3,476",0.0,24.9,20.7,29.7
2020-06-21,"3,059",0.0,26.1,19.5,32.7
2020-06-22,"2,865",0.0,28.6,21.7,35.4
2020-06-23,"2,393",0.0,27.3,23.2,31.0
2020-06-24,"2,355",37.6,22.3,19.9,26.3
2020-06-25,"1,888",13.3,21.6,20.1,23.4
2020-06-26,"2,035",2.1,21.8,19.2,25.7
2020-06-27,"2,917",0.0,24.1,20.4,29.6
2020-06-28,"2,800",0.0,25.2,21.5,30.1
2020-06-29,"2,822",11.9,23.8,20.6,26.5
2020-06-30,"2,181",64.7,20.1,18.4,23.1
2020-07-01,"2,341",0.0,21.1,18.1,24.3
2020-07-02,"2,898",0.0,24.2,20.4,29.8
2020-07-03,"2,971",0.1,25.5,21.6,30.6
2020-07-04,"3,331",1.6,24.2,20.4,29.5
2020-07-05,"3,267",0.0,23.8,19.9,27.6
2020-07-06,"3,183",0.0,25.6,21.8,30.9
2020-07-07,"3,303",0.0,24.1,22.1,28.1
2020-07-08,"3,235",0.0,25.5,21.3,30.4
2020-07-09,"3,689",0.0,27.5,21.8,32.9
2020-07-10,"3,893",2.2,24.5,22.7,27.7
2020-07-11,"3,578",0.0,25.8,22.2,30.2
2020-07-12,"3,824",2.9,23.5,21.7,26.0
2020-07-13,"3,036",47.6,18.7,17.7,21.7
2020-07-14,"2,574",11.5,20.3,17.2,24.3
2020-07-15,"3,240",0.0,23.4,18.9,28.7
2020-07-16,"3,795",0.0,25.0,20.4,29.7
2020-07-17,"3,847",0.0,26.0,21.5,31.6
2020-07-18,"3,225",0.0,26.1,22.8,31.0
2020-07-19,"3,634",29.1,24.0,20.6,26.6
2020-07-20,"3,589",3.6,23.8,22.4,26.6
2020-07-21,"3,851",0.0,25.0,21.4,30.5
2020-07-22,"3,628",11.5,23.7,22.6,25.7
2020-07-23,"3,540",103.1,21.1,18.5,22.6
